codpot,agebsq,date
B101,305.8333,2025-08-13
B102,1190.5,2025-08-13
B103,914.5,2025-08-13
B104,930.5417,2025-08-13
B105,1401.875,2025-08-13
B106,152.4583,2025-08-13
B107,1626.5,2025-08-13
B108,514.4583,2025-08-13
B109,917.8333,2025-08-13
B110,5.875,2025-08-13
B111,172.5,2025-08-13
B112,689.875,2025-08-13
B113,544.4583,2025-08-13
B114,807.9167,2025-08-13
B115,37.8333,2025-08-13
B116,1527.8333,2025-08-13
B117,164.5,2025-08-13
B118,622.4583,2025-08-13
B119,1184.5417,2025-08-13
B120,931.8333,2025-08-13
B121,910.4583,2025-08-13
B122,185.8333,2025-08-13
B123,1340.5,2025-08-13
B124,703.8333,2025-08-13
B125,939.875,2025-08-13
B126,610.5,2025-08-13
B127,529.7917,2025-08-13
B128,952.5,2025-08-13
B129,951.8333,2025-08-13
B130,945.7917,2025-08-13
B131,944.4583,2025-08-13
B132,118.5,2025-08-13
A132,951.4583,2025-08-13
A131,1134.8333,2025-08-13
A130,1686.875,2025-08-13
A129,326.875,2025-08-13
A128,583.5,2025-08-13
A127,1519.7917,2025-08-13
A126,858.9167,2025-08-13
A125,768.875,2025-08-13
A124,1574.7083,2025-08-13
A123,1149.0,2025-08-13
A122,594.8333,2025-08-13
A121,944.875,2025-08-13
A120,1174.8333,2025-08-13
A119,1190.875,2025-08-13
A118,1090.875,2025-08-13
A117,243.4583,2025-08-13
A116,201.5,2025-08-13
A115,696.875,2025-08-13
A114,314.8333,2025-08-13
A113,,2025-08-13
A112,1569.5,2025-08-13
A111,1810.875,2025-08-13
A110,1183.5417,2025-08-13
A109,1331.7917,2025-08-13
A108,896.8333,2025-08-13
A107,780.8333,2025-08-13
A106,945.4167,2025-08-13
A105,1281.2083,2025-08-13
A104,1091.5417,2025-08-13
A103,1632.0417,2025-08-13
A102,824.875,2025-08-13
A101,774.8333,2025-08-13
A100,938.8333,2025-08-13
A099,212.7917,2025-08-13
A098,875.5,2025-08-13
A097,354.875,2025-08-13
A096,939.4583,2025-08-13
A095,678.875,2025-08-13
A094,931.4583,2025-08-13
A093,193.5,2025-08-13
A092,1189.5417,2025-08-13
A091,271.4583,2025-08-13
A090,952.7917,2025-08-13
A089,159.5,2025-08-13
A088,429.5833,2025-08-13
A087,924.8333,2025-08-13
A086,1424.875,2025-08-13
A085,321.5833,2025-08-13
A084,1778.875,2025-08-13
A083,1605.5,2025-08-13
A082,1154.8333,2025-08-13
A081,1375.5,2025-08-13
A080,179.5,2025-08-13
A079,1150.75,2025-08-13
A078,1577.5,2025-08-13
A077,135.5417,2025-08-13
A076,1753.5,2025-08-13
A075,503.4583,2025-08-13
A074,877.875,2025-08-13
A073,601.4583,2025-08-13
A072,76.9167,2025-08-13
A071,1438.9167,2025-08-13
A070,1542.875,2025-08-13
A069,1142.875,2025-08-13
A068,311.5833,2025-08-13
A067,1124.7917,2025-08-13
A066,719.875,2025-08-13
A065,216.5,2025-08-13
A064,808.5417,2025-08-13
A063,759.875,2025-08-13
A062,711.9583,2025-08-13
A061,417.875,2025-08-13
A060,557.8333,2025-08-13
A059,662.5417,2025-08-13
A058,198.4583,2025-08-13
A057,831.8333,2025-08-13
A056,296.5833,2025-08-13
A055,461.9167,2025-08-13
A054,791.7917,2025-08-13
A053,397.875,2025-08-13
A052,879.7917,2025-08-13
A051,1669.7917,2025-08-13
A050,1634.5,2025-08-13
A049,285.8333,2025-08-13
A048,1639.8333,2025-08-13
A047,1797.875,2025-08-13
A046,816.5833,2025-08-13
A045,864.5833,2025-08-13
A044,1717.7917,2025-08-13
A043,1183.8333,2025-08-13
A042,478.4583,2025-08-13
A041,1990.4583,2025-08-13
A040,96.5417,2025-08-13
A039,857.8333,2025-08-13
A038,535.8333,2025-08-13
A037,494.5417,2025-08-13
A036,437.875,2025-08-13
A035,1431.9167,2025-08-13
A034,486.5417,2025-08-13
A033,467.875,2025-08-13
A032,564.5,2025-08-13
A031,335.8333,2025-08-13
A030,108.5417,2025-08-13
A029,1479.8333,2025-08-13
A028,423.875,2025-08-13
A027,549.8333,2025-08-13
A026,61.875,2025-08-13
A025,1889.8333,2025-08-13
A024,389.9167,2025-08-13
A023,208.5,2025-08-13
A022,146.5,2025-08-13
A021,518.4167,2025-08-13
A020,233.7917,2025-08-13
A019,248.5,2025-08-13
A018,1704.5,2025-08-13
A017,265.8333,2025-08-13
A016,48.5833,2025-08-13
A015,1191.8333,2025-08-13
A014,906.5,2025-08-13
A013,903.875,2025-08-13
A012,19.75,2025-08-13
A011,103.9167,2025-08-13
A010,447.875,2025-08-13
A009,852.5417,2025-08-13
A008,1598.5417,2025-08-13
A007,1396.5,2025-08-13
A006,472.625,2025-08-13
A005,573.8333,2025-08-13
A004,452.5417,2025-08-13
A003,500.5417,2025-08-13
A002,657.8333,2025-08-13
A001,405.9167,2025-08-13
B001,683.875,2025-08-14
B002,1523.875,2025-08-14
B003,341.7917,2025-08-14
B004,872.5833,2025-08-14
B005,890.5833,2025-08-14
B006,553.8333,2025-08-14
B007,1710.5417,2025-08-14
B008,900.5833,2025-08-14
B009,907.875,2025-08-14
B010,911.7917,2025-08-14
B011,139.7917,2025-08-14
B012,433.875,2025-08-14
B013,675.8333,2025-08-14
B014,539.75,2025-08-14
B015,1558.5833,2025-08-14
B016,115.875,2025-08-14
B017,1564.5,2025-08-14
B018,333.9167,2025-08-14
B019,1507.9167,2025-08-14
B020,508.5,2025-08-14
B021,262.5,2025-08-14
B022,580.4583,2025-08-14
B023,69.9583,2025-08-14
B024,855.875,2025-08-14
B025,1081.8333,2025-08-14
B026,383.875,2025-08-14
B027,654.4583,2025-08-14
B028,619.7917,2025-08-14
B029,1198.5417,2025-08-14
B030,1887.9167,2025-08-14
B031,1701.7917,2025-08-14
B032,524.5,2025-08-14
B033,189.7917,2025-08-14
B034,345.875,2025-08-14
B035,733.8333,2025-08-14
B036,751.8333,2025-08-14
B037,628.5,2025-08-14
B038,55.875,2025-08-14
B039,1390.5417,2025-08-14
B040,83.9167,2025-08-14
B041,369.875,2025-08-14
B042,491.9167,2025-08-14
B043,562.5,2025-08-14
B044,90.5417,2025-08-14
B045,1197.8333,2025-08-14
B046,13.875,2025-08-14
B047,1656.4583,2025-08-14
B048,255.7917,2025-08-14
B049,444.5417,2025-08-14
B050,1676.5,2025-08-14
B051,787.8333,2025-08-14
B052,1160.0,2025-08-14
B053,124.5417,2025-08-14
B054,301.9167,2025-08-14
B055,1165.8333,2025-08-14
B056,45.9167,2025-08-14
B057,915.8333,2025-08-14
B058,648.5,2025-08-14
B059,801.9167,2025-08-14
B060,1726.5,2025-08-14
B061,224.4167,2025-08-14
B062,1620.4583,2025-08-14
B063,741.8333,2025-08-14
B064,569.75,2025-08-14
B065,669.875,2025-08-14
B066,637.8333,2025-08-14
B067,833.5417,2025-08-14
B068,804.8333,2025-08-14
B069,34.875,2025-08-14
B070,953.7917,2025-08-14
B071,283.4167,2025-08-14
B072,1006.2083,2025-08-14
B073,796.7917,2025-08-14
B074,822.8333,2025-08-14
B075,868.875,2025-08-14
B076,869.5,2025-08-14
B077,876.7917,2025-08-14
B078,1317.2083,2025-08-14
B079,1467.125,2025-08-14
B080,1662.4167,2025-08-14
B081,1416.125,2025-08-14
B082,412.7917,2025-08-14
B083,376.875,2025-08-14
B084,845.625,2025-08-14
B085,1371.5,2025-08-14
B086,886.875,2025-08-14
B087,892.8333,2025-08-14
B088,895.5,2025-08-14
B089,277.5417,2025-08-14
B090,922.8333,2025-08-14
B091,925.5,2025-08-14
B092,1494.875,2025-08-14
B093,1767.5,2025-08-14
B094,634.7917,2025-08-14
B095,1170.9167,2025-08-14
B096,903.5,2025-08-14
B097,1466.875,2025-08-14
B098,292.7917,2025-08-14
B099,1354.875,2025-08-14
B100,1197.5417,2025-08-14
B101,306.7917,2025-08-14
B102,1191.5,2025-08-14
B103,915.5,2025-08-14
B104,931.5417,2025-08-14
B105,1402.875,2025-08-14
B106,153.4167,2025-08-14
B107,1627.5,2025-08-14
B108,515.4583,2025-08-14
B109,918.8333,2025-08-14
B110,6.875,2025-08-14
B111,173.5,2025-08-14
B112,690.875,2025-08-14
B113,545.4583,2025-08-14
B114,808.9167,2025-08-14
B115,38.8333,2025-08-14
B116,1528.8333,2025-08-14
B117,165.5,2025-08-14
B118,623.4583,2025-08-14
B119,1185.5417,2025-08-14
B120,932.8333,2025-08-14
B121,911.4583,2025-08-14
B122,186.7917,2025-08-14
B123,1341.5,2025-08-14
B124,704.8333,2025-08-14
B125,940.875,2025-08-14
B126,611.5,2025-08-14
B127,530.7917,2025-08-14
B128,953.5,2025-08-14
B129,952.8333,2025-08-14
B130,946.7917,2025-08-14
B131,945.4583,2025-08-14
B132,119.5,2025-08-14
A132,952.4583,2025-08-14
A131,1135.8333,2025-08-14
A130,1687.875,2025-08-14
A129,327.875,2025-08-14
A128,584.5,2025-08-14
A127,1520.7917,2025-08-14
A126,859.9167,2025-08-14
A125,769.875,2025-08-14
A124,1575.7083,2025-08-14
A123,1150.0,2025-08-14
A122,595.8333,2025-08-14
A121,945.875,2025-08-14
A120,1175.8333,2025-08-14
A119,1191.875,2025-08-14
A118,1091.875,2025-08-14
A117,244.4583,2025-08-14
A116,202.5,2025-08-14
A115,697.875,2025-08-14
A114,315.8333,2025-08-14
A113,,2025-08-14
A112,1570.5,2025-08-14
A111,1811.875,2025-08-14
A110,1184.5417,2025-08-14
A109,1332.7917,2025-08-14
A108,897.8333,2025-08-14
A107,781.8333,2025-08-14
A106,946.4167,2025-08-14
A105,1282.2083,2025-08-14
A104,1092.5417,2025-08-14
A103,1633.0417,2025-08-14
A102,825.875,2025-08-14
A101,775.8333,2025-08-14
A100,939.8333,2025-08-14
A099,213.7917,2025-08-14
A098,876.5,2025-08-14
A097,355.875,2025-08-14
A096,940.4583,2025-08-14
A095,679.875,2025-08-14
A094,932.4583,2025-08-14
A093,194.5,2025-08-14
A092,1190.5417,2025-08-14
A091,272.4583,2025-08-14
A090,953.7917,2025-08-14
A089,160.5,2025-08-14
A088,430.5833,2025-08-14
A087,925.8333,2025-08-14
A086,1425.875,2025-08-14
A085,322.5833,2025-08-14
A084,1779.875,2025-08-14
A083,1606.5,2025-08-14
A082,1155.8333,2025-08-14
A081,1376.5,2025-08-14
A080,180.5,2025-08-14
A079,1151.75,2025-08-14
A078,1578.5,2025-08-14
A077,136.5417,2025-08-14
A076,1754.5,2025-08-14
A075,504.4583,2025-08-14
A074,878.875,2025-08-14
A073,602.4583,2025-08-14
A072,77.9167,2025-08-14
A071,1439.9167,2025-08-14
A070,1543.875,2025-08-14
A069,1143.875,2025-08-14
A068,312.5833,2025-08-14
A067,1125.7917,2025-08-14
A066,720.875,2025-08-14
A065,217.5,2025-08-14
A064,809.5417,2025-08-14
A063,760.875,2025-08-14
A062,712.9583,2025-08-14
A061,418.875,2025-08-14
A060,558.8333,2025-08-14
A059,663.5417,2025-08-14
A058,199.4583,2025-08-14
A057,832.8333,2025-08-14
A056,297.5833,2025-08-14
A055,462.9167,2025-08-14
A054,792.7917,2025-08-14
A053,398.875,2025-08-14
A052,880.7917,2025-08-14
A051,1670.7917,2025-08-14
A050,1635.5,2025-08-14
A049,286.8333,2025-08-14
A048,1640.8333,2025-08-14
A047,1798.875,2025-08-14
A046,817.5833,2025-08-14
A045,865.5833,2025-08-14
A044,1718.7917,2025-08-14
A043,1184.8333,2025-08-14
A042,479.4583,2025-08-14
A041,1991.4583,2025-08-14
A040,97.5417,2025-08-14
A039,858.8333,2025-08-14
A038,536.8333,2025-08-14
A037,495.5417,2025-08-14
A036,438.875,2025-08-14
A035,1432.9167,2025-08-14
A034,487.5417,2025-08-14
A033,468.875,2025-08-14
A032,565.5,2025-08-14
A031,336.8333,2025-08-14
A030,109.5417,2025-08-14
A029,1480.8333,2025-08-14
A028,424.875,2025-08-14
A027,550.8333,2025-08-14
A026,62.875,2025-08-14
A025,1890.8333,2025-08-14
A024,390.9167,2025-08-14
A023,209.5,2025-08-14
A022,147.5,2025-08-14
A021,519.4167,2025-08-14
A020,234.7917,2025-08-14
A019,249.5,2025-08-14
A018,1705.5,2025-08-14
A017,266.8333,2025-08-14
A016,49.5833,2025-08-14
A015,1192.8333,2025-08-14
A014,907.5,2025-08-14
A013,904.875,2025-08-14
A012,20.75,2025-08-14
A011,104.9167,2025-08-14
A010,448.875,2025-08-14
A009,853.5417,2025-08-14
A008,1599.5417,2025-08-14
A007,1397.5,2025-08-14
A006,473.625,2025-08-14
A005,574.8333,2025-08-14
A004,453.5417,2025-08-14
A003,501.5417,2025-08-14
A002,658.8333,2025-08-14
A001,406.9167,2025-08-14
B001,684.875,2025-08-15
B002,1524.875,2025-08-15
B003,342.7917,2025-08-15
B004,873.5833,2025-08-15
B005,891.5833,2025-08-15
B006,554.8333,2025-08-15
B007,1711.5417,2025-08-15
B008,901.5833,2025-08-15
B009,908.875,2025-08-15
B010,912.7917,2025-08-15
B011,140.7917,2025-08-15
B012,434.875,2025-08-15
B013,676.8333,2025-08-15
B014,540.75,2025-08-15
B015,1559.5833,2025-08-15
B016,116.875,2025-08-15
B017,1565.5,2025-08-15
B018,334.9167,2025-08-15
B019,1508.9167,2025-08-15
B020,509.5,2025-08-15
B021,263.5,2025-08-15
B022,581.4583,2025-08-15
B023,70.9583,2025-08-15
B024,856.875,2025-08-15
B025,1082.8333,2025-08-15
B026,384.875,2025-08-15
B027,655.4583,2025-08-15
B028,620.7917,2025-08-15
B029,1199.5417,2025-08-15
B030,1888.9167,2025-08-15
B031,1702.7917,2025-08-15
B032,525.5,2025-08-15
B033,190.7917,2025-08-15
B034,346.875,2025-08-15
B035,734.8333,2025-08-15
B036,752.8333,2025-08-15
B037,629.5,2025-08-15
B038,56.875,2025-08-15
B039,1391.5417,2025-08-15
B040,84.9167,2025-08-15
B041,370.875,2025-08-15
B042,492.9167,2025-08-15
B043,563.5,2025-08-15
B044,91.5417,2025-08-15
B045,1198.8333,2025-08-15
B046,14.875,2025-08-15
B047,1657.4583,2025-08-15
B048,256.8333,2025-08-15
B049,445.5417,2025-08-15
B050,1677.5,2025-08-15
B051,788.8333,2025-08-15
B052,1161.0,2025-08-15
B053,125.5417,2025-08-15
B054,302.9167,2025-08-15
B055,1166.8333,2025-08-15
B056,46.9167,2025-08-15
B057,916.8333,2025-08-15
B058,649.5,2025-08-15
B059,802.9167,2025-08-15
B060,1727.5,2025-08-15
B061,225.4583,2025-08-15
B062,1621.4583,2025-08-15
B063,742.8333,2025-08-15
B064,570.75,2025-08-15
B065,670.875,2025-08-15
B066,638.8333,2025-08-15
B067,834.5417,2025-08-15
B068,805.8333,2025-08-15
B069,35.875,2025-08-15
B070,954.7917,2025-08-15
B071,284.4583,2025-08-15
B072,1007.2083,2025-08-15
B073,797.7917,2025-08-15
B074,823.8333,2025-08-15
B075,869.875,2025-08-15
B076,870.5,2025-08-15
B077,877.7917,2025-08-15
B078,1318.2083,2025-08-15
B079,1468.125,2025-08-15
B080,1663.4167,2025-08-15
B081,1417.125,2025-08-15
B082,413.8333,2025-08-15
B083,377.875,2025-08-15
B084,846.625,2025-08-15
B085,1372.5,2025-08-15
B086,887.875,2025-08-15
B087,893.8333,2025-08-15
B088,896.5,2025-08-15
B089,278.5417,2025-08-15
B090,923.8333,2025-08-15
B091,926.5,2025-08-15
B092,1495.875,2025-08-15
B093,1768.5,2025-08-15
B094,635.7917,2025-08-15
B095,1171.9167,2025-08-15
B096,904.5,2025-08-15
B097,1467.875,2025-08-15
B098,293.8333,2025-08-15
B099,1355.875,2025-08-15
B100,1198.5417,2025-08-15
B101,307.8333,2025-08-15
B102,1192.5,2025-08-15
B103,916.5,2025-08-15
B104,932.5417,2025-08-15
B105,1403.875,2025-08-15
B106,154.4583,2025-08-15
B107,1628.5,2025-08-15
B108,516.4583,2025-08-15
B109,919.8333,2025-08-15
B110,7.875,2025-08-15
B111,174.5,2025-08-15
B112,691.875,2025-08-15
B113,546.4583,2025-08-15
B114,809.9167,2025-08-15
B115,39.8333,2025-08-15
B116,1529.8333,2025-08-15
B117,166.5,2025-08-15
B118,624.4583,2025-08-15
B119,1186.5417,2025-08-15
B120,933.8333,2025-08-15
B121,912.4583,2025-08-15
B122,187.8333,2025-08-15
B123,1342.5,2025-08-15
B124,705.8333,2025-08-15
B125,941.875,2025-08-15
B126,612.5,2025-08-15
B127,531.7917,2025-08-15
B128,954.5,2025-08-15
B129,953.8333,2025-08-15
B130,947.7917,2025-08-15
B131,946.4583,2025-08-15
B132,120.5,2025-08-15
A132,953.4583,2025-08-15
A131,1136.8333,2025-08-15
A130,1688.875,2025-08-15
A129,328.875,2025-08-15
A128,585.5,2025-08-15
A127,1521.7917,2025-08-15
A126,860.9167,2025-08-15
A125,770.875,2025-08-15
A124,1576.7083,2025-08-15
A123,1151.0,2025-08-15
A122,596.8333,2025-08-15
A121,946.875,2025-08-15
A120,1176.8333,2025-08-15
A119,1192.875,2025-08-15
A118,1092.875,2025-08-15
A117,245.4583,2025-08-15
A116,203.5,2025-08-15
A115,698.875,2025-08-15
A114,316.8333,2025-08-15
A113,0.875,2025-08-15
A112,1571.5,2025-08-15
A111,1812.875,2025-08-15
A110,1185.5417,2025-08-15
A109,1333.7917,2025-08-15
A108,898.8333,2025-08-15
A107,782.8333,2025-08-15
A106,947.4167,2025-08-15
A105,1283.2083,2025-08-15
A104,1093.5417,2025-08-15
A103,1634.0417,2025-08-15
A102,826.875,2025-08-15
A101,776.8333,2025-08-15
A100,940.8333,2025-08-15
A099,214.7917,2025-08-15
A098,877.5,2025-08-15
A097,356.875,2025-08-15
A096,941.4583,2025-08-15
A095,680.875,2025-08-15
A094,933.4583,2025-08-15
A093,195.5,2025-08-15
A092,1191.5417,2025-08-15
A091,273.4583,2025-08-15
A090,954.7917,2025-08-15
A089,161.5,2025-08-15
A088,431.5833,2025-08-15
A087,926.8333,2025-08-15
A086,1426.875,2025-08-15
A085,323.5833,2025-08-15
A084,1780.875,2025-08-15
A083,1607.5,2025-08-15
A082,1156.8333,2025-08-15
A081,1377.5,2025-08-15
A080,181.5,2025-08-15
A079,1152.75,2025-08-15
A078,1579.5,2025-08-15
A077,137.5417,2025-08-15
A076,1755.5,2025-08-15
A075,505.4583,2025-08-15
A074,879.875,2025-08-15
A073,603.4583,2025-08-15
A072,78.9167,2025-08-15
A071,1440.9167,2025-08-15
A070,1544.875,2025-08-15
A069,1144.875,2025-08-15
A068,313.5833,2025-08-15
A067,1126.7917,2025-08-15
A066,721.875,2025-08-15
A065,218.5,2025-08-15
A064,810.5417,2025-08-15
A063,761.875,2025-08-15
A062,713.9583,2025-08-15
A061,419.875,2025-08-15
A060,559.8333,2025-08-15
A059,664.5417,2025-08-15
A058,200.4583,2025-08-15
A057,833.8333,2025-08-15
A056,298.5833,2025-08-15
A055,463.9167,2025-08-15
A054,793.7917,2025-08-15
A053,399.875,2025-08-15
A052,881.7917,2025-08-15
A051,1671.7917,2025-08-15
A050,1636.5,2025-08-15
A049,287.8333,2025-08-15
A048,1641.8333,2025-08-15
A047,1799.875,2025-08-15
A046,818.5833,2025-08-15
A045,866.5833,2025-08-15
A044,1719.7917,2025-08-15
A043,1185.8333,2025-08-15
A042,480.4583,2025-08-15
A041,1992.4583,2025-08-15
A040,98.5417,2025-08-15
A039,859.8333,2025-08-15
A038,537.8333,2025-08-15
A037,496.5417,2025-08-15
A036,439.875,2025-08-15
A035,1433.9167,2025-08-15
A034,488.5417,2025-08-15
A033,469.875,2025-08-15
A032,566.5,2025-08-15
A031,337.8333,2025-08-15
A030,110.5417,2025-08-15
A029,1481.8333,2025-08-15
A028,425.875,2025-08-15
A027,551.8333,2025-08-15
A026,63.875,2025-08-15
A025,1891.8333,2025-08-15
A024,391.9167,2025-08-15
A023,210.5,2025-08-15
A022,148.5,2025-08-15
A021,520.4167,2025-08-15
A020,235.7917,2025-08-15
A019,250.5,2025-08-15
A018,1706.5,2025-08-15
A017,267.8333,2025-08-15
A016,50.5833,2025-08-15
A015,1193.8333,2025-08-15
A014,908.5,2025-08-15
A013,905.875,2025-08-15
A012,21.75,2025-08-15
A011,105.9167,2025-08-15
A010,449.875,2025-08-15
A009,854.5417,2025-08-15
A008,1600.5417,2025-08-15
A007,1398.5,2025-08-15
A006,474.625,2025-08-15
A005,575.8333,2025-08-15
A004,454.5417,2025-08-15
A003,502.5417,2025-08-15
A002,659.8333,2025-08-15
A001,407.9167,2025-08-15
B001,685.875,2025-08-16
B002,1525.875,2025-08-16
B003,343.7917,2025-08-16
B004,874.5833,2025-08-16
B005,892.5833,2025-08-16
B006,555.8333,2025-08-16
B007,1712.5417,2025-08-16
B008,902.5833,2025-08-16
B009,909.875,2025-08-16
B010,913.7917,2025-08-16
B011,141.7917,2025-08-16
B012,435.875,2025-08-16
B013,677.8333,2025-08-16
B014,541.75,2025-08-16
B015,1560.5833,2025-08-16
B016,117.875,2025-08-16
B017,1566.5,2025-08-16
B018,335.9167,2025-08-16
B019,1509.9167,2025-08-16
B020,510.5,2025-08-16
B021,264.5,2025-08-16
B022,582.4583,2025-08-16
B023,71.9583,2025-08-16
B024,857.875,2025-08-16
B025,1083.8333,2025-08-16
B026,385.875,2025-08-16
B027,656.4583,2025-08-16
B028,621.7917,2025-08-16
B029,1200.5417,2025-08-16
B030,1889.9167,2025-08-16
B031,1703.7917,2025-08-16
B032,526.5,2025-08-16
B033,191.7917,2025-08-16
B034,347.875,2025-08-16
B035,735.8333,2025-08-16
B036,753.8333,2025-08-16
B037,630.5,2025-08-16
B038,57.875,2025-08-16
B039,1392.5417,2025-08-16
B040,85.9167,2025-08-16
B041,371.875,2025-08-16
B042,493.9167,2025-08-16
B043,564.5,2025-08-16
B044,92.5417,2025-08-16
B045,1199.8333,2025-08-16
B046,15.875,2025-08-16
B047,1658.4583,2025-08-16
B048,257.7917,2025-08-16
B049,446.5417,2025-08-16
B050,1678.5,2025-08-16
B051,789.8333,2025-08-16
B052,1162.0,2025-08-16
B053,126.5417,2025-08-16
B054,303.9167,2025-08-16
B055,1167.8333,2025-08-16
B056,47.9167,2025-08-16
B057,917.8333,2025-08-16
B058,650.5,2025-08-16
B059,803.9167,2025-08-16
B060,1728.5,2025-08-16
B061,226.4167,2025-08-16
B062,1622.4583,2025-08-16
B063,743.8333,2025-08-16
B064,571.75,2025-08-16
B065,671.875,2025-08-16
B066,639.8333,2025-08-16
B067,835.5417,2025-08-16
B068,806.8333,2025-08-16
B069,36.875,2025-08-16
B070,955.7917,2025-08-16
B071,285.4167,2025-08-16
B072,1008.2083,2025-08-16
B073,798.7917,2025-08-16
B074,824.8333,2025-08-16
B075,870.875,2025-08-16
B076,871.5,2025-08-16
B077,878.7917,2025-08-16
B078,1319.2083,2025-08-16
B079,1469.125,2025-08-16
B080,1664.4167,2025-08-16
B081,1418.125,2025-08-16
B082,414.7917,2025-08-16
B083,378.875,2025-08-16
B084,847.625,2025-08-16
B085,1373.5,2025-08-16
B086,888.875,2025-08-16
B087,894.8333,2025-08-16
B088,897.5,2025-08-16
B089,279.5417,2025-08-16
B090,924.8333,2025-08-16
B091,927.5,2025-08-16
B092,1496.875,2025-08-16
B093,1769.5,2025-08-16
B094,636.7917,2025-08-16
B095,1172.9167,2025-08-16
B096,905.5,2025-08-16
B097,1468.875,2025-08-16
B098,294.7917,2025-08-16
B099,1356.875,2025-08-16
B100,1199.5417,2025-08-16
B101,308.7917,2025-08-16
B102,1193.5,2025-08-16
B103,917.5,2025-08-16
B104,933.5417,2025-08-16
B105,1404.875,2025-08-16
B106,155.4167,2025-08-16
B107,1629.5,2025-08-16
B108,517.4583,2025-08-16
B109,920.8333,2025-08-16
B110,8.875,2025-08-16
B111,175.5,2025-08-16
B112,692.875,2025-08-16
B113,547.4583,2025-08-16
B114,810.9167,2025-08-16
B115,40.8333,2025-08-16
B116,1530.8333,2025-08-16
B117,167.5,2025-08-16
B118,625.4583,2025-08-16
B119,1187.5417,2025-08-16
B120,934.8333,2025-08-16
B121,913.4583,2025-08-16
B122,188.8333,2025-08-16
B123,1343.5,2025-08-16
B124,706.8333,2025-08-16
B125,942.875,2025-08-16
B126,613.5,2025-08-16
B127,532.7917,2025-08-16
B128,955.5,2025-08-16
B129,954.8333,2025-08-16
B130,948.7917,2025-08-16
B131,947.4583,2025-08-16
B132,121.5,2025-08-16
A132,954.4583,2025-08-16
A131,1137.8333,2025-08-16
A130,1689.875,2025-08-16
A129,329.875,2025-08-16
A128,586.5,2025-08-16
A127,1522.7917,2025-08-16
A126,861.9167,2025-08-16
A125,771.875,2025-08-16
A124,1577.7083,2025-08-16
A123,1152.0,2025-08-16
A122,597.8333,2025-08-16
A121,947.875,2025-08-16
A120,1177.8333,2025-08-16
A119,1193.875,2025-08-16
A118,1093.875,2025-08-16
A117,246.4583,2025-08-16
A116,204.5,2025-08-16
A115,699.875,2025-08-16
A114,317.8333,2025-08-16
A113,1.875,2025-08-16
A112,1572.5,2025-08-16
A111,1813.875,2025-08-16
A110,1186.5417,2025-08-16
A109,1334.7917,2025-08-16
A108,899.8333,2025-08-16
A107,783.8333,2025-08-16
A106,948.4167,2025-08-16
A105,1284.2083,2025-08-16
A104,1094.5417,2025-08-16
A103,1635.0417,2025-08-16
A102,827.875,2025-08-16
A101,777.8333,2025-08-16
A100,941.8333,2025-08-16
A099,215.7917,2025-08-16
A098,878.5,2025-08-16
A097,357.875,2025-08-16
A096,942.4583,2025-08-16
A095,681.875,2025-08-16
A094,934.4583,2025-08-16
A093,196.5,2025-08-16
A092,1192.5417,2025-08-16
A091,274.4583,2025-08-16
A090,955.7917,2025-08-16
A089,162.5,2025-08-16
A088,432.5833,2025-08-16
A087,927.8333,2025-08-16
A086,1427.875,2025-08-16
A085,324.5833,2025-08-16
A084,1781.875,2025-08-16
A083,1608.5,2025-08-16
A082,1157.8333,2025-08-16
A081,1378.5,2025-08-16
A080,182.5,2025-08-16
A079,1153.75,2025-08-16
A078,1580.5,2025-08-16
A077,138.5417,2025-08-16
A076,1756.5,2025-08-16
A075,506.4583,2025-08-16
A074,880.875,2025-08-16
A073,604.4583,2025-08-16
A072,79.9167,2025-08-16
A071,1441.9167,2025-08-16
A070,1545.875,2025-08-16
A069,1145.875,2025-08-16
A068,314.5833,2025-08-16
A067,1127.7917,2025-08-16
A066,722.875,2025-08-16
A065,219.5,2025-08-16
A064,811.5417,2025-08-16
A063,762.875,2025-08-16
A062,714.9583,2025-08-16
A061,420.875,2025-08-16
A060,560.8333,2025-08-16
A059,665.5417,2025-08-16
A058,201.4583,2025-08-16
A057,834.8333,2025-08-16
A056,299.5833,2025-08-16
A055,464.9167,2025-08-16
A054,794.7917,2025-08-16
A053,400.875,2025-08-16
A052,882.7917,2025-08-16
A051,1672.7917,2025-08-16
A050,1637.5,2025-08-16
A049,288.8333,2025-08-16
A048,1642.8333,2025-08-16
A047,1800.875,2025-08-16
A046,819.5833,2025-08-16
A045,867.5833,2025-08-16
A044,1720.7917,2025-08-16
A043,1186.8333,2025-08-16
A042,481.4583,2025-08-16
A041,1993.4583,2025-08-16
A040,99.5417,2025-08-16
A039,860.8333,2025-08-16
A038,538.8333,2025-08-16
A037,497.5417,2025-08-16
A036,440.875,2025-08-16
A035,1434.9167,2025-08-16
A034,489.5417,2025-08-16
A033,470.875,2025-08-16
A032,567.5,2025-08-16
A031,338.8333,2025-08-16
A030,111.5417,2025-08-16
A029,1482.8333,2025-08-16
A028,426.875,2025-08-16
A027,552.8333,2025-08-16
A026,64.875,2025-08-16
A025,1892.8333,2025-08-16
A024,392.9167,2025-08-16
A023,211.5,2025-08-16
A022,149.5,2025-08-16
A021,521.4167,2025-08-16
A020,236.7917,2025-08-16
A019,251.5,2025-08-16
A018,1707.5,2025-08-16
